task,model,language,format_mode,prompt_style,f1,energy_j,J_per_entity,J_per_TP,F1_per_J
NER,12B,es,yaml__false,4,0.706361,25877.6,2.10199,2.98198,2.72962e-05
NER,12B,es,yaml__false,5,0.707473,25898.9,2.10645,2.98168,2.73168e-05
NER,12B,es,yaml__false,6,0.706012,25944.8,2.10779,2.99144,2.72121e-05
NER,12B,es,yaml__false,7,0.706241,25921.4,2.10435,2.98668,2.72455e-05
NER,12B,es,yaml__false,8,0.7064,26118.4,2.12276,3.01042,2.70461e-05
NER,12B,es,yaml__false,9,0.637757,45315.8,3.91971,5.96575,1.40736e-05
NER,12B,fr,dst__false,1,0.157771,65965.5,42.1774,55.9979,2.39173e-06
NER,12B,fr,dst__false,2,0.73204,66756.9,5.24942,6.99171,1.09658e-05
NER,12B,fr,dst__false,3,0.704937,97859,8.23036,10.9917,7.2036e-06
NER,12B,fr,dst__false,4,0.706649,207366,17.3397,23.172,3.40774e-06
NER,12B,fr,dst__false,5,0.69584,56859.1,4.88858,6.53703,1.2238e-05
NER,12B,fr,dst__false,6,0.6979,66727.9,5.68768,7.6182,1.04589e-05
NER,12B,fr,dst__false,7,0.693091,116826,10.086,13.5106,5.93266e-06
NER,12B,fr,dst__false,8,0.316244,7571.02,2.14902,2.83452,4.17704e-05
NER,12B,fr,dst__false,9,0.171099,26474.7,15.4823,20.523,6.46274e-06
NER,12B,fr,json__false,1,0.709176,54845,4.62866,6.13341,1.29306e-05
NER,12B,fr,json__false,2,0.67212,126941,11.333,15.3737,5.29476e-06
NER,12B,fr,json__false,3,0.66479,50414.4,4.2551,6.0146,1.31865e-05
NER,12B,fr,json__false,4,0.679203,108089,9.13148,12.6273,6.28372e-06
NER,12B,fr,json__false,5,0.680773,138406,11.947,16.2946,4.91866e-06
NER,12B,fr,json__false,6,0.684125,71403,6.01441,8.26998,9.58118e-06
NER,12B,fr,json__false,7,0.700274,39604.4,3.34949,4.48978,1.76817e-05
NER,12B,fr,json__false,8,0.612602,115409,10.321,15.347,5.30808e-06
NER,12B,fr,json__false,9,0.687013,62965,5.16615,7.17223,1.0911e-05
NER,12B,fr,json__json_xgrammar,1,0.704198,148966,12.3623,16.6442,4.72724e-06
NER,12B,fr,json__json_xgrammar,2,0.683353,104254,9.01769,12.2392,6.55473e-06
NER,12B,fr,json__json_xgrammar,3,0.675448,110250,9.2554,12.9129,6.1265e-06
NER,12B,fr,json__json_xgrammar,4,0.683331,62163.4,5.20022,7.18486,1.09925e-05
NER,12B,fr,json__json_xgrammar,5,0.710579,63148.6,5.11988,6.91509,1.12525e-05
NER,12B,fr,json__json_xgrammar,6,0.699049,53911.4,4.38911,6.01287,1.29666e-05
NER,12B,fr,json__json_xgrammar,7,0.701739,74304.9,6.31844,8.42746,9.44405e-06
NER,12B,fr,json__json_xgrammar,8,0.702945,97025.7,7.5914,10.5566,7.24493e-06
NER,12B,fr,json__json_xgrammar,9,0.702952,74387.6,5.69976,8.01073,9.44986e-06
NER,12B,fr,yaml__false,1,0.718192,76010.4,6.07063,8.1758,9.44861e-06
NER,12B,fr,yaml__false,2,0.720231,58341.5,4.60979,6.22509,1.23451e-05
NER,12B,fr,yaml__false,3,0.731421,72122.1,5.5978,7.51194,1.01414e-05
NER,12B,fr,yaml__false,4,0.698729,53779.9,4.49778,6.0782,1.29924e-05
NER,12B,fr,yaml__false,5,0.729033,84179.2,6.54429,8.80352,8.66049e-06
NER,12B,fr,yaml__false,6,0.724699,104815,8.25514,11.0975,6.91405e-06
NER,12B,fr,yaml__false,7,0.670484,52980.5,4.78206,6.46419,1.26553e-05
NER,12B,fr,yaml__false,8,0.728243,70931.3,5.51394,7.4258,1.02669e-05
NER,12B,fr,yaml__false,9,0.664938,121666,9.46153,13.9525,5.46529e-06
NER,12B,hi,dst__false,1,0.667445,8027.38,5.99058,9.36683,8.31462e-05
NER,12B,hi,dst__false,2,0.666925,34386.9,25.5096,40.0313,1.93948e-05
NER,12B,hi,dst__false,3,0.667966,29068.2,21.7251,33.9186,2.29792e-05
NER,12B,hi,dst__false,4,0.667705,12536.2,9.36238,14.628,5.32621e-05
NER,12B,hi,dst__false,5,0.666667,36551.8,27.3386,42.7506,1.8239e-05
NER,12B,hi,dst__false,6,0.668226,6032.8,4.51219,7.03944,0.000110766
NER,12B,hi,dst__false,7,0.66537,1583.73,1.18013,1.85232,0.000420127
NER,12B,hi,dst__false,8,0.667964,93330.5,69.5977,108.777,7.15698e-06
NER,12B,hi,dst__false,9,0.509108,54331,59.5082,99.6898,9.37049e-06
NER,12B,hi,json__false,1,0.682946,5065,3.86346,5.84198,0.000134836
NER,12B,hi,json__false,2,0.689082,4825.18,3.71168,5.53982,0.00014281
NER,12B,hi,json__false,3,0.658395,3613.14,2.67442,4.25577,0.000182222
NER,12B,hi,json__false,4,0.68855,4679.66,3.51589,5.31175,0.000147137
NER,12B,hi,json__false,5,0.676972,11296,8.72275,13.2271,5.99304e-05
NER,12B,hi,json__false,6,0.671429,14086.9,10.9032,16.6512,4.76632e-05
NER,12B,hi,json__false,7,0.662939,2979.46,2.335,3.58971,0.000222503
NER,12B,hi,json__false,8,0.584235,107496,79.0413,142.191,5.43494e-06
NER,12B,hi,json__false,9,0.638067,37824.3,32.2458,49.379,1.68692e-05
NER,12B,hi,json__json_xgrammar,1,0.682213,6844.9,5.25722,7.93151,9.96675e-05
NER,12B,hi,json__json_xgrammar,2,0.694828,59431.9,45.5417,67.5362,1.16912e-05
NER,12B,hi,json__json_xgrammar,3,0.66433,47226.7,35.2438,55.3654,1.40668e-05
NER,12B,hi,json__json_xgrammar,4,0.691223,12048.7,9.10024,13.6607,5.7369e-05
NER,12B,hi,json__json_xgrammar,5,0.68254,68266.3,52.8377,79.3794,9.99819e-06
NER,12B,hi,json__json_xgrammar,6,0.672496,58936.2,45.7579,69.6645,1.14106e-05
NER,12B,hi,json__json_xgrammar,7,0.664266,70241.8,55.265,84.6286,9.45685e-06
NER,12B,hi,json__json_xgrammar,8,0.663766,34317.2,26.3979,40.9026,1.93421e-05
NER,12B,hi,json__json_xgrammar,9,0.635158,81237.3,68.6126,106.054,7.81854e-06
NER,12B,hi,yaml__false,1,0.653013,2119.6,1.61678,2.55681,0.000308083
NER,12B,hi,yaml__false,2,0.653013,1833.09,1.39824,2.2112,0.000356237
NER,12B,hi,yaml__false,3,0.655118,1904.01,1.45123,2.28847,0.000344073
NER,12B,hi,yaml__false,4,0.652756,1859.7,1.41746,2.24331,0.000351
NER,12B,hi,yaml__false,5,0.652772,1916.47,1.45739,2.309,0.000340611
NER,12B,hi,yaml__false,6,0.655647,1901.73,1.44838,2.28299,0.000344764
NER,12B,hi,yaml__false,7,0.652242,1852.56,1.40986,2.23469,0.000352077
NER,12B,hi,yaml__false,8,0.649116,1900.19,1.44282,2.30047,0.000341606
NER,12B,hi,yaml__false,9,0.613367,4583.68,4.03493,6.32232,0.000133815
NER,12B,ja,dst__false,1,0.0989435,39329.3,21.4797,50.2932,2.51577e-06
NER,12B,ja,dst__false,2,0.0982363,39289.4,21.3182,50.5655,2.50033e-06
NER,12B,ja,dst__false,3,0.0988232,38976.9,21.2988,49.9064,2.53543e-06
NER,12B,ja,dst__false,4,0.0985639,38737.3,21.1564,49.727,2.54442e-06
NER,12B,ja,dst__false,5,0.0994363,38512.6,21.2425,49.0607,2.58192e-06
NER,12B,ja,dst__false,6,0.0997531,39094.7,21.4452,49.6125,2.55158e-06
NER,12B,ja,dst__false,7,0.0986905,39417.9,21.528,50.5357,2.5037e-06
NER,12B,ja,dst__false,8,0.0979597,39209.5,21.7107,50.7239,2.49836e-06
NER,12B,ja,dst__false,9,0.0817199,46798.2,31.9006,74.1652,1.74622e-06
NER,12B,ja,json__false,1,0.0243224,69797.3,168.592,398.842,3.48473e-07
NER,12B,ja,json__false,2,0.0282392,36682.6,77.7173,179.816,7.69826e-07
NER,12B,ja,json__false,3,0.0499463,16270.4,17.6852,43.7376,3.06977e-06
NER,12B,ja,json__false,4,0.0454949,105771,159.533,317.63,4.30128e-07
NER,12B,ja,json__false,5,0.0474725,19513.3,30.3473,56.2343,2.43283e-06
NER,12B,ja,json__false,6,0.0330202,22402.9,44.8058,93.7361,1.47392e-06
NER,12B,ja,json__false,7,0.0572764,67563.4,67.2943,157.491,8.47742e-07
NER,12B,ja,json__false,8,0.0919361,70857.9,49.6899,100.082,1.29747e-06
NER,12B,ja,json__false,9,0.0504076,35624,47.8817,96.0215,1.41499e-06
NER,12B,ja,json__json_xgrammar,1,0.127776,48212.8,19.2389,45.7861,2.65025e-06
NER,12B,ja,json__json_xgrammar,2,0.118206,57514.7,28.3323,60.7977,2.05523e-06
NER,12B,ja,json__json_xgrammar,3,0.225018,42960.9,7.59295,19.4481,5.23774e-06
NER,12B,ja,json__json_xgrammar,4,0.212939,58216.7,14.5505,30.4162,3.65769e-06
NER,12B,ja,json__json_xgrammar,5,0.195771,57009.6,16.8617,33.5548,3.43401e-06
NER,12B,ja,json__json_xgrammar,6,0.175785,58937.2,19.5027,39.4493,2.98259e-06
NER,12B,ja,json__json_xgrammar,7,0.184978,44107.8,10.7817,26.3961,4.19377e-06
NER,12B,ja,json__json_xgrammar,8,0.208357,62989.1,15.8503,33.684,3.30782e-06
NER,12B,ja,json__json_xgrammar,9,0.263879,47743,9.16899,18.8633,5.52709e-06
NER,12B,ja,yaml__false,1,0.145324,41299.1,15.2733,34.0751,3.51881e-06
NER,12B,ja,yaml__false,2,0.143653,41498.7,15.2737,34.6111,3.46163e-06
NER,12B,ja,yaml__false,3,0.144506,41085.3,15.4456,34.1807,3.51722e-06
NER,12B,ja,yaml__false,4,0.14302,40767.1,15.378,34.2869,3.50823e-06
NER,12B,ja,yaml__false,5,0.142583,40858.1,15.2798,34.4214,3.4897e-06
NER,12B,ja,yaml__false,6,0.140809,40880.4,15.5557,34.9704,3.44443e-06
NER,12B,ja,yaml__false,7,0.143613,40940.2,15.3564,34.2596,3.50786e-06
NER,12B,ja,yaml__false,8,0.144428,41204.9,15.4383,34.2803,3.50511e-06
NER,12B,ja,yaml__false,9,0.20335,68489.2,17.6746,37.7351,2.96908e-06
NER,12B,ko,dst__false,1,0.509375,58215.7,5.2584,8.96592,8.74978e-06
NER,12B,ko,dst__false,2,0.516748,77566.7,6.91202,11.7064,6.66198e-06
NER,12B,ko,dst__false,3,0.511952,54178.6,4.88315,8.29433,9.44935e-06
NER,12B,ko,dst__false,4,0.514631,76870.8,6.83782,11.64,6.69475e-06
NER,12B,ko,dst__false,5,0.511779,50703,4.55512,7.75394,1.00937e-05
NER,12B,ko,dst__false,6,0.516021,77414.8,6.87398,11.6817,6.66567e-06
NER,12B,ko,dst__false,7,0.514259,103902,9.29768,15.7857,4.94948e-06
NER,12B,ko,dst__false,8,0.515491,104634,9.28511,15.801,4.92662e-06
NER,12B,ko,dst__false,9,0.347635,48673.8,7.00342,13.102,7.14214e-06
NER,12B,ko,json__false,1,0.46214,46100.3,4.93104,8.39256,1.00247e-05
NER,12B,ko,json__false,2,0.484935,51029.9,5.00146,8.54629,9.50295e-06
NER,12B,ko,json__false,3,0.445541,37931.6,3.83574,7.00362,1.17459e-05
NER,12B,ko,json__false,4,0.484048,51288.9,4.8145,8.45096,9.43769e-06
NER,12B,ko,json__false,5,0.479749,51637.5,4.95799,8.66692,9.2907e-06
NER,12B,ko,json__false,6,0.489903,51000.9,4.98104,8.44246,9.60579e-06
NER,12B,ko,json__false,7,0.456699,35933.8,3.66559,6.49562,1.27095e-05
NER,12B,ko,json__false,8,0.388399,103073,10.6129,21.9912,3.7682e-06
NER,12B,ko,json__false,9,0.440956,57736.6,6.18231,11.0205,7.63738e-06
NER,12B,ko,json__json_xgrammar,1,0.5,68057.4,6.31975,10.8062,7.34674e-06
NER,12B,ko,json__json_xgrammar,2,0.504034,84151.7,7.74806,13.2065,5.98959e-06
NER,12B,ko,json__json_xgrammar,3,0.46139,63458.8,6.09302,11.0748,7.27069e-06
NER,12B,ko,json__json_xgrammar,4,0.48948,73418.5,6.67198,11.7979,6.66698e-06
NER,12B,ko,json__json_xgrammar,5,0.49528,75124.9,6.76435,11.8831,6.59275e-06
NER,12B,ko,json__json_xgrammar,6,0.503338,73850.2,6.87298,11.6593,6.81566e-06
NER,12B,ko,json__json_xgrammar,7,0.45202,57287.1,5.93034,10.5249,7.89044e-06
NER,12B,ko,json__json_xgrammar,8,0.484991,112714,10.9836,18.8295,4.30286e-06
NER,12B,ko,json__json_xgrammar,9,0.438999,64831.9,6.36668,12.0037,6.77134e-06
NER,12B,ko,yaml__false,1,0.518038,75668.8,6.76278,11.4062,6.84613e-06
NER,12B,ko,yaml__false,2,0.517652,93605.7,8.3487,14.1079,5.53013e-06
NER,12B,ko,yaml__false,3,0.516716,90610.8,8.104,13.6978,5.70259e-06
NER,12B,ko,yaml__false,4,0.515424,81028.4,7.24309,12.277,6.36102e-06
NER,12B,ko,yaml__false,5,0.515447,64095.2,5.76603,9.73796,8.04189e-06
NER,12B,ko,yaml__false,6,0.505646,122426,11.4108,19.2524,4.13021e-06
NER,12B,ko,yaml__false,7,0.517727,94790.6,8.45137,14.2821,5.4618e-06
NER,12B,ko,yaml__false,8,0.517771,148835,13.2451,22.4047,3.47883e-06
NER,12B,ko,yaml__false,9,0.446436,162081,17.1424,30.4093,2.75439e-06
NER,12B,ru,dst__false,1,0.514326,30202.5,2.31331,4.65442,1.70292e-05
NER,12B,ru,dst__false,2,0.515103,29069.9,2.22775,4.47436,1.77195e-05
NER,12B,ru,dst__false,3,0.513471,34275.1,2.62383,5.28936,1.49809e-05
NER,12B,ru,dst__false,4,0.514786,35971.8,2.75667,5.54009,1.43108e-05
NER,12B,ru,dst__false,5,0.516452,36541.1,2.81367,5.62344,1.41335e-05
NER,12B,ru,dst__false,6,0.516447,28196.4,2.16979,4.33791,1.8316e-05
NER,12B,ru,dst__false,7,0.516306,25686.2,1.97617,3.95234,2.01005e-05
NER,12B,ru,dst__false,8,0.517021,43744,3.36544,6.72157,1.18192e-05
NER,12B,ru,dst__false,9,0.308222,56656.2,6.94402,18.0779,5.44021e-06
NER,12B,ru,json__false,1,0.44418,46369.3,4.79964,9.56068,9.57918e-06
NER,12B,ru,json__false,2,0.538667,53222.8,4.52152,8.2516,1.0121e-05
NER,12B,ru,json__false,3,0.505438,40087.7,2.8581,6.05372,1.26083e-05
NER,12B,ru,json__false,4,0.504852,48664.4,3.45137,7.3367,1.03742e-05
NER,12B,ru,json__false,5,0.537759,48447.4,3.6066,7.03564,1.10998e-05
NER,12B,ru,json__false,6,0.475789,53860.2,3.9314,8.74922,8.83378e-06
NER,12B,ru,json__false,7,0.572517,37282.3,2.98425,5.27928,1.53563e-05
NER,12B,ru,json__false,8,0.394378,97258.2,7.9091,20.153,4.05495e-06
NER,12B,ru,json__false,9,0.542871,56797,4.80313,8.71788,9.5581e-06
NER,12B,ru,json__json_xgrammar,1,0.473531,45772.4,4.09743,8.28011,1.03453e-05
NER,12B,ru,json__json_xgrammar,2,0.531609,57765.6,4.86775,9.03859,9.20285e-06
NER,12B,ru,json__json_xgrammar,3,0.499734,35740.7,2.53319,5.44164,1.39822e-05
NER,12B,ru,json__json_xgrammar,4,0.496932,46937.1,3.33834,7.20005,1.05872e-05
NER,12B,ru,json__json_xgrammar,5,0.53111,51149.7,3.84209,7.55647,1.03834e-05
NER,12B,ru,json__json_xgrammar,6,0.474893,43744,3.21812,7.14888,1.08562e-05
NER,12B,ru,json__json_xgrammar,7,0.594772,36797.3,3.02734,5.08531,1.61635e-05
NER,12B,ru,json__json_xgrammar,8,0.462847,52103.7,3.97829,8.90814,8.88319e-06
NER,12B,ru,json__json_xgrammar,9,0.530593,43675.9,3.29133,6.46955,1.21484e-05
NER,12B,ru,yaml__false,1,0.55257,31292.7,2.41792,4.50903,1.76581e-05
NER,12B,ru,yaml__false,2,0.552065,31328.3,2.42179,4.51937,1.76219e-05
NER,12B,ru,yaml__false,3,0.551606,31165.6,2.40735,4.49785,1.76992e-05
NER,12B,ru,yaml__false,4,0.552851,31389.6,2.42916,4.5243,1.76126e-05
NER,12B,ru,yaml__false,5,0.551941,31022,2.39774,4.47584,1.77919e-05
NER,12B,ru,yaml__false,6,0.551774,31164.3,2.40799,4.49701,1.77053e-05
NER,12B,ru,yaml__false,7,0.552177,31185.4,2.40832,4.49551,1.77063e-05
NER,12B,ru,yaml__false,8,0.552356,31058.6,2.40206,4.47917,1.77843e-05
NER,12B,ru,yaml__false,9,0.485451,44671,4.26657,8.12643,1.08672e-05
NER,12B,zh,dst__false,1,0.569109,165223,11.1517,21.2315,3.44449e-06
NER,12B,zh,dst__false,2,0.564674,100723,7.0083,13.26,5.6062e-06
NER,12B,zh,dst__false,3,0.561671,135253,9.44503,17.9357,4.15275e-06
NER,12B,zh,dst__false,4,0.560261,34398.1,2.42633,4.59745,1.62875e-05
NER,12B,zh,dst__false,5,0.570544,103150,7.0583,13.32,5.53121e-06
NER,12B,zh,dst__false,6,0.566362,57838.1,4.04095,7.60827,9.7922e-06
NER,12B,zh,dst__false,7,0.564501,62248,4.37288,8.23931,9.06859e-06
NER,12B,zh,dst__false,8,0.559822,52040.6,3.73586,7.02587,1.07574e-05
NER,12B,zh,dst__false,9,0.320126,55949.2,7.79345,17.7335,5.72172e-06
NER,12B,zh,json__false,1,0.552939,93049.1,6.60251,12.6408,5.94244e-06
NER,12B,zh,json__false,2,0.561447,85924.9,6.38467,11.777,6.53416e-06
NER,12B,zh,json__false,3,0.520069,58299.5,4.06949,8.34758,8.92064e-06
NER,12B,zh,json__false,4,0.562654,71781.5,5.06574,9.55558,7.83843e-06
NER,12B,zh,json__false,5,0.532641,74019.5,5.65898,10.8517,7.19596e-06
NER,12B,zh,json__false,6,0.564614,100251,7.40078,13.6174,5.63201e-06
NER,12B,zh,json__false,7,0.52122,62125.4,4.62449,9.18063,8.38981e-06
NER,12B,zh,json__false,8,0.529979,154577,13.1533,24.0214,3.42856e-06
NER,12B,zh,json__false,9,0.525773,93186.9,7.23388,13.948,5.64214e-06
NER,12B,zh,json__json_xgrammar,1,0,3289.8,,,
NER,12B,zh,json__json_xgrammar,2,0.57226,41255.4,3.03907,5.52281,1.38712e-05
NER,12B,zh,json__json_xgrammar,3,0.511447,32518.2,2.37031,4.84407,1.5728e-05
NER,12B,zh,json__json_xgrammar,4,0.556642,44018.2,3.20202,6.01835,1.26457e-05
NER,12B,zh,json__json_xgrammar,5,0.542511,46776.2,3.48712,6.64624,1.1598e-05
NER,12B,zh,json__json_xgrammar,6,0.559295,44992.4,3.34765,6.19474,1.24309e-05
NER,12B,zh,json__json_xgrammar,7,0.518935,35197.7,2.685,5.2905,1.47434e-05
NER,12B,zh,json__json_xgrammar,8,0.540496,52584.7,4.0369,7.61324,1.02786e-05
NER,12B,zh,json__json_xgrammar,9,0.528162,42631.7,3.17981,6.22361,1.23889e-05
NER,12B,zh,yaml__false,1,0.541595,32720.9,2.38682,4.60469,1.6552e-05
NER,12B,zh,yaml__false,2,0.541562,32761.6,2.38822,4.60911,1.65304e-05
NER,12B,zh,yaml__false,3,0.544672,32466.8,2.32553,4.4999,1.67763e-05
NER,12B,zh,yaml__false,4,0.542087,32802.4,2.38407,4.6032,1.65258e-05
NER,12B,zh,yaml__false,5,0.540481,32787.6,2.3842,4.61601,1.64843e-05
NER,12B,zh,yaml__false,6,0.542593,32778.6,2.37957,4.59277,1.65533e-05
NER,12B,zh,yaml__false,7,0.540209,32550.6,2.37491,4.593,1.6596e-05
NER,12B,zh,yaml__false,8,0.540242,32885.7,2.39448,4.63506,1.64279e-05
NER,12B,zh,yaml__false,9,0.46144,66054.6,6.00333,12.1648,6.98574e-06
NER,27B,ar,dst__false,1,0.0748707,184087,53.6228,334.704,4.06713e-07
NER,27B,ar,dst__false,2,0.0738843,268940,75.2279,490.766,2.74725e-07
NER,27B,ar,dst__false,3,0.0739886,127140,36.6082,233.285,5.81945e-07
NER,27B,ar,dst__false,4,0.0717409,226656,67.1175,431.725,3.16519e-07
NER,27B,ar,dst__false,5,0.0740291,285093,79.791,519.295,2.59666e-07
NER,27B,ar,dst__false,6,0.0738432,135133,38.5874,247.951,5.46448e-07
NER,27B,ar,dst__false,7,0.0740541,97066.5,27.4122,177.129,7.62921e-07
NER,27B,ar,dst__false,8,0.0738441,74554.3,20.9658,136.297,9.90474e-07
NER,27B,ar,dst__false,9,0.0215434,205453,173.965,1533.23,1.04858e-07
NER,27B,ar,json__false,1,0.0813201,108033,27.765,175.379,7.52731e-07
NER,27B,ar,json__false,2,0.0781065,88534.1,18.46,141.203,8.82219e-07
NER,27B,ar,json__false,3,0.0779321,84292,19.9934,139.788,9.2455e-07
NER,27B,ar,json__false,4,0.0807918,76338.8,15.5603,116.905,1.05833e-06
NER,27B,ar,json__false,5,0.0801853,77687.1,18.1512,124.698,1.03216e-06
NER,27B,ar,json__false,6,0.0813373,80263.3,16.8161,123.103,1.01338e-06
NER,27B,ar,json__false,7,0.0775531,141196,32.3177,232.997,5.49259e-07
NER,27B,ar,json__false,8,0.0769777,78940.8,18.6798,132.451,9.75132e-07
NER,27B,ar,json__false,9,0.0728655,84683.5,26.4141,160.69,8.60445e-07
NER,27B,ar,json__json_xgrammar,1,0.0786237,83465.9,23.0441,142.677,9.41987e-07
NER,27B,ar,json__json_xgrammar,2,0.07917,129083,26.1619,201.378,6.13326e-07
NER,27B,ar,json__json_xgrammar,3,0.0807607,66630.2,13.4961,101.881,1.21207e-06
NER,27B,ar,json__json_xgrammar,4,0.0787969,81709.2,16.9065,128.879,9.64358e-07
NER,27B,ar,json__json_xgrammar,5,0.0805421,74216.8,16.9251,117.804,1.08523e-06
NER,27B,ar,json__json_xgrammar,6,0.0805979,75967.6,15.8398,117.415,1.06095e-06
NER,27B,ar,json__json_xgrammar,7,0.0792762,84801,17.001,131.679,9.34849e-07
NER,27B,ar,json__json_xgrammar,8,0.0717229,148215,34.6865,266.096,4.8391e-07
NER,27B,ar,json__json_xgrammar,9,0.0792431,165363,41.7584,274.235,4.79205e-07
NER,27B,ar,yaml__false,1,0.0766377,72646.7,16.6125,121.28,1.05494e-06
NER,27B,ar,yaml__false,2,0.0774978,77962.4,17.1913,127.39,9.9404e-07
NER,27B,ar,yaml__false,3,0.0784264,166744,36.6309,268.941,4.70341e-07
NER,27B,ar,yaml__false,4,0.0777806,66987.5,14.7908,109.1,1.16112e-06
NER,27B,ar,yaml__false,5,0.0776785,106903,23.6303,174.394,7.26623e-07
NER,27B,ar,yaml__false,6,0.0775539,75438.5,16.8691,123.67,1.02804e-06
NER,27B,ar,yaml__false,7,0.0774202,31782.1,7.02368,52.0166,2.43596e-06
NER,27B,ar,yaml__false,8,0.0785529,136654,30.0206,220.054,5.74831e-07
NER,27B,ar,yaml__false,9,0.0467662,192114,68.3435,583.932,2.4343e-07
NER,27B,de,dst__false,1,0.767285,76621.2,6.03269,7.51705,1.0014e-05
NER,27B,de,dst__false,2,0.738446,104026,8.77192,10.9513,7.09865e-06
NER,27B,de,dst__false,3,0.757668,84340.8,6.7962,8.47221,8.98341e-06
NER,27B,de,dst__false,4,0.738639,102761,8.66818,10.817,7.18791e-06
NER,27B,de,dst__false,5,0.7402,90863.3,7.63685,9.52845,8.14631e-06
NER,27B,de,dst__false,6,0.758723,72419.8,5.8206,7.25577,1.04767e-05
NER,27B,de,dst__false,7,0.742676,103532,8.64854,10.7902,7.17341e-06
NER,27B,de,dst__false,8,0.754568,74573.1,6.06779,7.5563,1.01185e-05
NER,27B,de,dst__false,9,0.681659,89996.9,7.99546,10.51,7.57425e-06
